Text,One_Hot_Label,Emotion_Label,Character_Count,Word_Count
when i lied to my wife and told her that i was going to the copperbelt on a buisness trip she later found me in a hotel with a girlfriend,"[0, 0, 0, 0, 0, 1, 0]",shame,139,30
when i cheated my father and told him that the school administration wanted k80 for the purchase of a mini bus two months later the school authorities wrote back to my father for the money i could not go back and ask him for the money again as he had already given it to me once,"[0, 0, 0, 0, 0, 0, 1]",guilt,283,55
when i received the acceptance letter from unza i had just come home from work when my kind sister handed me an enveloppe which i opened and was overcome with joy,"[1, 0, 0, 0, 0, 0, 0]",joy,165,31
i was at home and we were sleeping when we heard some robbers breaking into our house,"[0, 1, 0, 0, 0, 0, 0]",fear,86,17
a certain boy came into my room and started telling me that i was not pretty that i had no manners and that i should learn some i had just come to campus and he was in fourth year,"[0, 0, 1, 0, 0, 0, 0]",anger,183,39
my elder sister whom i love very much was leaving for the west indies for two years and i was staying behind,"[0, 0, 0, 1, 0, 0, 0]",sadness,118,22
a certain girl asked me what my major was and when i told her that it was p a she started criticizing it saying i hate that course she just shows off in front of other people,"[0, 0, 0, 0, 1, 0, 0]",disgust,182,36
i took an exam which i failed terribly as i had not studied,"[0, 0, 0, 0, 0, 1, 0]",shame,60,13
i told my elder brother that he was irresponsible and that i did not care for what he did because he was teasing me,"[0, 0, 0, 0, 0, 0, 1]",guilt,116,24
when i was selected to this university despite my having studyied in difficulty throughout my secondary school days,"[1, 0, 0, 0, 0, 0, 0]",joy,116,18
the day i learnt that my girlfriend had been going around with a close friend of mine,"[0, 0, 0, 0, 0, 1, 0]",shame,87,17
i was drunk one night and i insulted three ladies the following morning they approached me and asked me the reason behind my bahaviour i apologized for my unruly behaviour,"[0, 0, 0, 0, 0, 0, 1]",guilt,175,30
i felt happy when i learnt that i had qualified for the grade eight,"[1, 0, 0, 0, 0, 0, 0]",joy,68,14
i was afraid when i learnt that my father was seriously ill in hospital,"[0, 1, 0, 0, 0, 0, 0]",fear,72,14
when i met my new girlfriend with another man in the street,"[0, 0, 1, 0, 0, 0, 0]",anger,60,12
when i learnt that my brother in law had been poisoned by his friends and that he was dead,"[0, 0, 0, 1, 0, 0, 0]",sadness,91,17
when i found out that the seat in the coach that i had booked had been sold to somebody else,"[0, 0, 0, 0, 1, 0, 0]",disgust,93,20
when money was stolen from my pocket,"[0, 0, 0, 0, 0, 1, 0]",shame,37,7
when i discovered that the girl i was courting was a relative of mine,"[0, 0, 0, 0, 0, 0, 1]",guilt,70,14
my son passed grade NUM and was accepted for form i,"[1, 0, 0, 0, 0, 0, 0]",joy,50,11
when the robbers broke in at night,"[0, 1, 0, 0, 0, 0, 0]",fear,36,7
i wrote an assignment and was given less marks than a friend with whom i had previously discussed the assignment,"[0, 0, 1, 0, 0, 0, 0]",anger,113,20
when i got a message that my child was not feeling well,"[0, 0, 0, 1, 0, 0, 0]",sadness,56,12
when i was teaching a student started making silly remarks in class,"[0, 0, 0, 0, 1, 0, 0]",disgust,68,12
when i was in grade one one day i felt like going to the toilet during class but i was very scared of the teacher so i urinated in the class,"[0, 0, 0, 0, 0, 1, 0]",shame,142,31
i bought something and the shopkeeper gave me more change i realized this after i had left the shop and was on the bus stop and i then needed the money,"[0, 0, 0, 0, 0, 0, 1]",guilt,155,31
when i received the acceptance form for the second year at university,"[1, 0, 0, 0, 0, 0, 0]",joy,70,12
the day my parents were involved in a car accident and had to be operated and before the operation the doctor said that it was mater of life or death,"[0, 1, 0, 0, 0, 0, 0]",fear,151,30
i got into an argument with a photographer for whom i had to pose twelve times over a period of four weeks before i could get a snap of mine every time the film was processed my snap did not come out although the others did,"[0, 0, 1, 0, 0, 0, 0]",anger,229,46
i was sad at the expulsion of some of my comrades during the unza demonstrations,"[0, 0, 0, 1, 0, 0, 0]",sadness,81,15
i was disgusted at the way the bus conductor threw out an old woman oiut of the mini bus simply because she could not pay the fare for her luggage,"[0, 0, 0, 0, 1, 0, 0]",disgust,147,29
i had a feeling of shame when i found myself unable to answer some questions from my tutor simply because of a lack of preparation,"[0, 0, 0, 0, 0, 1, 0]",shame,131,25
this last august when my parents dropped me off and moved me into college i did not know anybody here i was NUM and berkeley really scared me,"[0, 1, 0, 0, 0, 0, 0]",fear,141,27
when i found my boyfriend who i had been dating for a year at another girl house we had had previous conflicts concerning the girl but he had always claimed they were just friends,"[0, 0, 1, 0, 0, 0, 0]",anger,186,34
the same as for shame and disgust i was asked to resign my sorority which i did because i was ashamed,"[0, 0, 0, 1, 0, 0, 0]",sadness,103,21
the same as in shame,"[0, 0, 0, 0, 1, 0, 0]",disgust,21,5
on a road trip with a group of sorority and fraternity people i became intoxicated and basically raped i do not remember the actual event but i know the feeling that i experienced later,"[0, 0, 0, 0, 0, 1, 0]",shame,188,33
when i got fired from a job because i gave a discount to a friend,"[0, 0, 0, 0, 0, 0, 1]",guilt,66,15
our basketball team is undefeated in league play NUM NUM currently,"[1, 0, 0, 0, 0, 0, 0]",joy,65,10
whenever i think of enrolling in organic chemistry,"[0, 1, 0, 0, 0, 0, 0]",fear,51,8
i saw in a movie a block on which affluence and poverty existed i saw that the rich made no attempts to help the poor,"[0, 0, 1, 0, 0, 0, 0]",anger,119,25
when i felt powerless to help the poor or when i do not know how to,"[0, 0, 0, 1, 0, 0, 0]",sadness,67,15
i felt disgusted at my teams poor perfomance prior to league play,"[0, 0, 0, 0, 1, 0, 0]",disgust,66,12
i received a grade above average on a midterm chemistry and i expected onevery below average,"[1, 0, 0, 0, 0, 0, 0]",joy,95,16
i was walking home from a place on southside and i live on northside and i was followed i headed my most direct route,"[0, 1, 0, 0, 0, 0, 0]",fear,119,24
someone signed up for a workshift at the co op where i live and she did not want to work the switchboard i became very angry she had mentioned earlier that she wanted and needed the workshift to me so i did not sign up,"[0, 0, 1, 0, 0, 0, 0]",anger,221,44
i did not do as well as i expected on a chemistry exam i received a score below the average and i thought i had done very well,"[0, 0, 0, 1, 0, 0, 0]",sadness,128,28
i saw someone that i thought i knew repeatedly drunk i do not like to be around alcoholics,"[0, 0, 0, 0, 1, 0, 0]",disgust,92,18
every time i was around this one person i would stick my foot in my mouth by being nasty one time i accidently said something fairly cruel that was totally inappropriate,"[0, 0, 0, 0, 0, 1, 0]",shame,171,31
i blew up at someone for being confused and because of his irresponsibility and afterwards i felt guilty and that i had no right,"[0, 0, 0, 0, 0, 0, 1]",guilt,129,24
right before i went to a concert with my last boyfriend he told me that although he told me he was going to take me to the concert he did not want to see me anymore after that we stayed overnight and i said well when he leaves me i will be ruined for awhile but for now we are together i woke up in his arms and it was the happiest moment of my life,"[1, 0, 0, 0, 0, 0, 0]",joy,357,74
i was river rafting in nev and our boat tipped over and i was sucked under in to some rocks and got stuck and all i could think was that i was going to die and it was so quiet under the water it seemed like no one would care or remember,"[0, 1, 0, 0, 0, 0, 0]",fear,239,52
one of my first boyfriends got mad at me because a lot of my close friends were guys and he did not want me to see them anymore because he was jealous,"[0, 0, 1, 0, 0, 0, 0]",anger,150,31
i was watching a sunset after my latest boyfriend left me and i realized that we would never watch sunsets again probaly never see eachother again and none of it mattered,"[0, 0, 0, 1, 0, 0, 0]",sadness,172,31
i was listening to a priest in church saying how sinful man was and how all men should renounce their desires and pleasures to please god i could never understand how something that brings you joy could be a sin,"[0, 0, 0, 0, 1, 0, 0]",disgust,214,40
my third grade teacher caught me cheating on a spelling test i could not spell australia and she said in a loud voice something like we do not have cheaters in my class,"[0, 0, 0, 0, 0, 1, 0]",shame,172,31
when i was NUM a few of my friends and i would light matches for fun one of my friends confessed to her parents and my parents i guess knew or suspected i was involved but i said i knew nothing about it,"[0, 0, 0, 0, 0, 0, 1]",guilt,205,43
i felt extreme joy the day i was baptized i was one with god,"[1, 0, 0, 0, 0, 0, 0]",joy,62,14
i felt fear when my friend and i broke into an abandoned military base in los angeles this summer i feared because i did not want to be caught,"[0, 1, 0, 0, 0, 0, 0]",fear,143,28
i experienced anger most recently when i had committed a sin which i had gone a week and a half without doing i had made a vow to god and had blown it now i had to start all over,"[0, 0, 1, 0, 0, 0, 0]",anger,181,40
i last really felt sad when i left home for i was leaving all my long time pre kindergarten relationships behind,"[0, 0, 0, 1, 0, 0, 0]",sadness,114,20
when i committed a sin mentioned in anger a sin of sexual immorality,"[0, 0, 0, 0, 1, 0, 0]",disgust,70,13
when i just took a shower with a girl down the hall i felt that i had let my devotion to god go out the window although nothig happened i felt ashamed,"[0, 0, 0, 0, 0, 1, 0]",shame,153,32
when i committed the sin of immorality mentioned before,"[0, 0, 0, 0, 0, 0, 1]",guilt,56,9
finally being asked by someone to a banquet,"[1, 0, 0, 0, 0, 0, 0]",joy,44,8
a few weeks back as i was in a hurry to leave the house i left some of my things lying around this is something i never do my uncle who lives with us as we live in a joint family remarked that we were always doing things like this this really got me mad,"[0, 0, 1, 0, 0, 0, 0]",anger,264,54
when i took the b a exams i was expecting a NUM class even though i had not done very well when the results came out i felt sad as i had missed the NUM class by NUM marks,"[0, 0, 0, 1, 0, 0, 0]",sadness,171,37
a girlfriend of mine behaves in a very childish way she does not like my going to see a friend who has been introduced to me by this same friend of mine i would like to be friends with both of them but she does not like this as she is possessive and would like me to be close only to her,"[0, 0, 0, 0, 1, 0, 0]",disgust,293,63
a friend of mine had said something about not liking to come to my place just before coming to my place in the meanwhile i got to learn about this from another friend of mine and when she arrived at my place i really treated her badly i was later ashamed of the way i had treated someone when the person was at my place,"[0, 0, 0, 0, 0, 1, 0]",shame,325,65
a few days back my mother was not feeling too well and still did all the house work i felt guilty as i had not offered to help,"[0, 0, 0, 0, 0, 0, 1]",guilt,129,28
when i passed the b a exams and my parents allowed me to carry on my studies and do a m a i was very happy,"[1, 0, 0, 0, 0, 0, 0]",joy,110,25
i was scared of water when i was a child,"[0, 1, 0, 0, 0, 0, 0]",fear,41,10
when i get home late my father scolds me and this makes me angry,"[0, 0, 1, 0, 0, 0, 0]",anger,65,14
when my aunt died,"[0, 0, 0, 1, 0, 0, 0]",sadness,18,4
a friend of mine remembered me when she needed me and did not even think about me when she did not need me,"[0, 0, 0, 0, 1, 0, 0]",disgust,107,23
when i got NUM mark in an abnormal psychology exam,"[0, 0, 0, 0, 0, 1, 0]",shame,49,10
when i passed the b a exams with NUM class i was the first in the family to have got a NUM class so all the family members were very happy and they gave me the opportunity to study further,"[1, 0, 0, 0, 0, 0, 0]",joy,192,39
when i dreamt that my family was in trouble and was facing many difficulties,"[0, 1, 0, 0, 0, 0, 0]",fear,77,14
when my brother got very low marks in the exams i was very angry i put my studies aside to help him as every time my brother does badly at school my family members blame me as well,"[0, 0, 1, 0, 0, 0, 0]",anger,186,38
when family mmembers or friends blame me for something i am not responsible for i feel very sad as it was not my fault,"[0, 0, 0, 1, 0, 0, 0]",sadness,121,24
i feel disgust at people lying it means that they say one thing to one person and the same thing in another way to another person and this makes people quarrel among themselves,"[0, 0, 0, 0, 1, 0, 0]",disgust,179,33
during a class i was asked a question which i did not hear very clearly so i gave an answer which was not related to the question and everyone started laughing at me,"[0, 0, 0, 0, 0, 1, 0]",shame,167,33
when my pet dog who was to us a family member died he had been vomitting for the past three days and we had not found the time to call a vet finally when the vet came it was already too late,"[0, 0, 0, 0, 0, 0, 1]",guilt,195,41
